,text,x,y,size,context,quote
6093,Muse ,-0.7783883,5.5029917,5.0,"admirables, muse, aquarelles, centaure, rencontrant","deux admirables
aquarelles, « Poète rencontrant une Muse », « Jeune homme
rencontrant un Centaure"
6094,« Jeune,-0.8051044,5.453203,5.0,"homme, poète, muse, centaure, rencontrant",", « Poète rencontrant une Muse », « Jeune homme
rencontrant un Centaure », que j'"
6095,Centaure ,-0.7924152,5.605607,5.0,"jeune, homme, vues, rencontrant, centaure"," », « Jeune homme
rencontrant un Centaure », que j'avais vues chez la duchesse de"
6096,"Morel
",-3.1314168,9.129008,6.645751311064591,"propositions, vergogne, policière, exactes, morel",". Le chauffeur, pressé d'entrer, déclara à Morel
qu'il allait revenir à Paris. Il fallait frapper"
6097,"priez-la
d'",-3.2221758,10.061449,5.0,"veux, emmener, valets, howsler, priez","veux pas le dire à Mme Verdurin, mais priez-la
d'emmener un de ses valets, par exemple Howsler "
6098,Howsler ,-2.9612849,8.647247,5.0,"emmener, valets, instruments, howsler, portera","
d'emmener un de ses valets, par exemple Howsler ; il portera mes
instruments. – Je crois"
6099,Howsler,-4.0511146,8.739325,5.732050807568877,"remise, aîné, secours, brancard, howsler","Je compris plus tard la raison de cette préférence. Howsler était
le frère très aimé du jeune cocher et"
6100,"cocher
et",-3.6452107,8.426164,5.0,"besoin, argent, cocher, remettre, observation","aucune observation, qu'elle n'avait plus besoin de cocher
et lui remettre de l'argent, mais de lui-même,"
6101,Morel ?,-2.8876479,9.677413,5.414213562373095,"revoir, attitude, désire, morel, renvoi","tous les deux :
qu'Albertine connaissait beaucoup Morel ? La nouvelle attitude que vers ce
moment du renvoi"
6102,"devenez
",-3.6181161,8.557754,5.0,"mettre, travail, illustre, travaillez, devenez","me mettre au travail : « Travaillez, devenez
illustre, me dit-il. – De qui est"
6103,De Fontanes,-1.9247291,5.3595185,5.0,"cela, connaissait, demandai, chateaubriand, fontanes","qui est cela ? lui demandai-je. – De Fontanes à
Chateaubriand. » Il connaissait aussi une"
6104,maxime,-2.0254087,5.2526484,5.0,"allant, chateaubriand, stupide, maxime, fontanes","» Au fond, en allant
de cette stupide maxime jusqu'à la phrase de Fontanes à Chateaubriand, on"
6105,"fourberie
universelle",-1.8003306,9.335973,5.0,"particuliers, universelle, fourberie, flattait, malveillants","cas particuliers où il avait rencontré des malveillants) la fourberie
universelle. Il se flattait d'y échapper en ne parlant"
6106,rue Bergère,-4.376891,5.0269547,5.0,"avancer, bergère, deviendrait, établissement, travaillerait","
avancer contre lui, dans l'établissement de la rue Bergère. Il travaillerait,
deviendrait illustre, serait peut-être"
6107,meuglant,-3.6074905,6.272566,5.0,"regarder, intéressant, restaient, vaches, meuglant","quelques vaches
restaient dehors à regarder la mer en meuglant, tandis que d'autres
s'intéressant plus à"
6108,"incantateur
",-3.2309427,9.715288,5.0,"smoking, vitres, bibliothèques, suscité, incantateur","dans les vitres de toutes mes bibliothèques. Quelque geste incantateur
ayant suscité, pendant que je passais mon smoking,"
6109,"je reconnaissais le chanteur
intermittent",-0.50214857,9.314479,5.0,"apercevant, chanson, chanteur, reconnaissais, intermittent","
seulement en m'en apercevant qu'à la chanson je reconnaissais le chanteur
intermittent, lequel en effet ne savait que celle-là."
6110,Bec,-3.6990695,4.622925,5.0,"régnait, marais, dues, accroupies, fièvres","régnait par là des
fièvres dues aux marais du Bec et à leurs eaux « accroupies »."
6111,"La
Raspelière !",-1.6442287,10.506022,5.0,"ah, allez, raspelière, sapristi, toupet"," : « Ah ! vous allez à La
Raspelière ! Sapristi, elle a du toupet, Mme Verdurin"
6112,"Hamlet
ou",-2.9136863,5.9199114,5.0,"écrire, lire, hamlet, divertissement, occupés","fait aussi), si votre divertissement était d'écrire Hamlet
ou seulement de le lire. En quoi les hommes occupés"
6113,Cartier,0.34423766,7.9852896,7.0,"ami, trémoïlle, lecteur, prévenons, cartier","qui se faisait de plus élégant,
commandé chez Cartier un nécessaire qui était la joie d'Albertine et aussi"
6114,"princesse
Sherbatoff",-0.052634377,9.647948,5.414213562373095,"juger, princesse, sévèrement, fréquent, sherbatoff","autre que le leur (comme faisait souvent aussi la princesse
Sherbatoff), en homme qui ne sait point si l'"
6115,"Ski
par-dessus",-3.720721,9.818784,5.0,"regardant, arrière, lorgnon, malice, renversant","souriant, en se renversant en arrière, en regardant Ski
par-dessus le lorgnon, qu'il dit par malice ou pour"
6116,"air
pince-sans-rire",-1.6775802,7.55554,5.0,"gardait, élèves, malades, majestueuse, pince","majestueuse satisfaction de lui-même qui tenait le milieu entre l'air
pince-sans-rire qu'il gardait devant ses élèves et ses malades et"
6117,"M. de Charlus
des souffrances imaginaires",-4.7075763,7.0309596,5.0,"légère, imaginaires, engendré, domaines, névropathes","de faire dans tous les domaines, avait engendré chez M. de Charlus
des souffrances imaginaires. Comme ces névropathes qui, sentant une légère
"
6118,Guermantes : « In proeliis,-1.8730944,8.269183,5.0,"parfois, in, semper, studieux, proeliis","place parfois, pour montrer le goût studieux des
Guermantes : « In proeliis non semper », et une autre
encore"
6119,Verbe,-1.9360584,7.301731,5.0,"incarné, époux, saints, verbe, entourant",", saints personnages de
toute sorte, entourant le Verbe incarné, sa mère et son époux, le Père"
6120,Père,-2.2036781,7.766921,6.0,"docteurs, martyrs, communiquassent, père, éternel","Verbe incarné, sa mère et son époux, le Père éternel,
tous les martyrs et docteurs, tels"
6121,bayadère,-1.7572863,8.813642,5.0,"voyant, employé, longs, cils, bayadère","en voyant un jeune
employé aux longs cils de bayadère et que M. de Charlus n'avait pu"
6122,"Regardez-moi
la manière",-1.0948803,8.014977,5.0,"manière, arriver, regardez, regarde, reculons","d'arriver, le train va aller à reculons. Regardez-moi
la manière dont il le regarde, ce n'est plus un"
6123,"Patronne dire :
« Nous",-3.8221653,7.200736,5.0,"patronne, chemin, fer, demoiselles, attendons","par le chemin de fer, il avait entendu la Patronne dire :
« Nous n'attendons plus que ces demoiselles » !"
6124,"Patronne
alerte",-4.78012,8.169771,5.0,"cri, circonstance, poussaient, alerte, décolletée","circonstance et poussaient un cri d'étonnement en trouvant la Patronne
alerte et debout, en robe à demi décolletée.
"
6125,"port de
Balbec-Plage",-1.6814138,10.383521,5.0,"plage, faire, pourriez, port, répétition","de tout ça. Mais vous qui allez souvent au port de
Balbec-Plage, vous pourriez bien faire faire une répétition sans vous"
6126,Roujon,-2.2834496,10.700106,5.0,"pense, parmi, joli, intéressera, roujon","je pense qu'il vous intéressera. C'est du Roujon. Le titre est joli : Parmi
les"
6127,"Mme de Villeparisis
savait",-1.0838813,9.85664,5.0,"villeparisis, voulait, absolument, voisine, ignorais","avec elle.
J'ignorais du reste absolument que Mme de Villeparisis
savait très bien qui était ma voisine mais ne voulait pas"
6128,"Mme Sherbatoff
répondit",0.10894058,10.148395,5.0,"revue, sherbatoff, mondes, plongée, opéré","opéré. Plongée dans sa Revue des Deux Mondes, Mme Sherbatoff
répondit à peine du bout des lèvres à mes questions et"
6129,Fournier-Sarlovèze,-1.1886367,9.018823,5.0,"dos, parenté, tourna, sarlovèze, fournier","
sans parenté aucune avec les Guermantes, s'appelait Fournier-Sarlovèze. L'homme
remarquable me tourna le dos et"
6130,"aimant
uniquement",-3.1225471,7.236743,5.0,"eut, profondément, uniquement, concernait, aimant","(d'ailleurs, en ce qui le concernait, aimant
uniquement et profondément les femmes) eut pour lui, de"
6131,Doncières-Ouest,-2.7518342,4.438186,5.0,"théâtre, liberté, martin, chêne, ouest","théâtre. Avec
la même liberté, toujours entre Doncières-Ouest et Saint-Martin-du-Chêne – ou
le contraire au retour –"
6132,Le Curé de Tours,-2.6876535,5.3162675,5.414213562373095,"abandonnée, miniatures, bette, curé, tours","ou tout l'autre, les petites
miniatures comme Le Curé de Tours et La Femme abandonnée, ou les
grandes fresques"
6133,La Femme abandonnée,-2.8498266,5.394288,5.0,"tours, série, fresques, abandonnée, miniatures","les petites
miniatures comme Le Curé de Tours et La Femme abandonnée, ou les
grandes fresques comme la série des"
6134,Illusions perdues,-3.032742,10.678319,5.732050807568877,"immortelles, méticuleux, scribe, perdues, illusions",", ou les
grandes fresques comme la série des Illusions perdues. Comment !
vous ne connaissez pas Les"
6135,Les Illusions perdues ?,-2.9579852,10.749886,5.0,"comment, connaissez, illusions, carlos, perdues","perdues. Comment !
vous ne connaissez pas Les Illusions perdues ? C'est si beau, le
moment où Carlos"
6136,Carlos Herrera,-3.9544115,9.87901,5.414213562373095,"ramener, lucien, rubempré, carlos, herrera","? C'est si beau, le
moment où Carlos Herrera demande le nom du château devant lequel passe sa
"
6137,Tristesse d'Olympio,-3.8457563,9.964398,5.414213562373095,"misères, lucien, pédérastie, tristesse, olympio","appelait, ce
qui était bien spirituel, la Tristesse d'Olympio de la pédérastie. Et la
mort de Lucien"
6138,Lucien !,-3.1158538,10.464175,5.0,"goût, rappelle, lucien, olympio, pédérastie","Olympio de la pédérastie. Et la
mort de Lucien ! je ne me rappelle plus quel homme de goût avait"
6139,Lucien de Rubempré,-3.9593444,9.907334,5.414213562373095,"contrarié, carlos, herrera, lucien, rubempré","dans sa
vie : “La mort de Lucien de Rubempré dans Splendeurs et misères.” –
Je sais"
6140,Splendeurs et misères,-4.0786176,9.951582,5.0,"balzac, splendeurs, misères, lucien, rubempré"," : “La mort de Lucien de Rubempré dans Splendeurs et misères.” –
Je sais que Balzac se porte"
6141,contrister,-3.719008,9.9331255,5.0,"risque, âmes, pessimisme, contrister, balzacienne","
pessimisme, interrompit Brichot. Mais au risque de contrister les âmes en mal
de déférence balzacienne, sans"
6142,« Esther heureuse ,-3.9516776,7.9794745,5.0,"chemins, mènent, triple, pathos, galimatias","en pathos, en galimatias
double et triple (« Esther heureuse », « Où mènent les mauvais
chemins"
6143,Rocambole,-1.7359,5.4079375,5.0,"inexplicable, précaire, mystères, rocambole, promu","m'ont
toujours fait l'effet des mystères de Rocambole, promu par inexplicable faveur
à la situation précaire"
6144,"François
Rabelais",-2.6644135,10.598388,5.0,"voulez, françois, rabelais, sorbonagre, moult",", répondit Brichot, que, pour parler comme maître François
Rabelais, vous voulez dire que je suis moult sorbonagre,"
6145,sorbonicole,-2.6392884,10.60011,5.0,"camarades, sorbonagre, moult, sorboniforme, sorbonicole",", vous voulez dire que je suis moult sorbonagre, sorbonicole et
sorboniforme. Pourtant tout autant que les camarades"
6146,"M. le vicomte de
Chateaubriand",-2.40568,5.1077833,5.0,"abbaye, obédience, stricte, chiqué, règle","suivant la règle de l'Abbaye-aux-Bois dans l'obédience de M. le vicomte de
Chateaubriand, grand maître du chiqué, selon la règle stricte"
6147,vicomte de Chateaubriand,-2.181522,5.277354,5.0,"règle, pommes, stricte, humanistes, chateaubriand","la règle stricte des humanistes.
M. le vicomte de Chateaubriand… – Chateaubriand aux pommes ?
interrompit le"
6148,Bouchard,-1.5364004,6.2145886,5.0,"su, cours, élèves, bouchard, félicité","à mes élèves pour le premier cours. Le père Bouchard qui l'a su m'en a
félicité."
6149,"rosse
d'Ovide",-0.73636353,4.4273486,5.0,"préférer, ovide, rosse, excède, sentier","l'art excède le fond, comme dit cette bonne rosse
d'Ovide. Et il est permis de préférer un sentier à"
6150,Ferney,-4.6426306,5.6048546,5.0,"rené, meudon, ermitage, ferney, loups","la cure
de Meudon ou à l'ermitage de Ferney, à égale distance de la Vallée-aux-Loups où
René"
6151,Vallée-aux-Loups,-4.5971127,5.616035,5.0,"ferney, pontificat, ermitage, loups, superbement","l'ermitage de Ferney, à égale distance de la Vallée-aux-Loups où
René remplissait superbement les devoirs d'un pontificat"
6152,Jardies,-4.505982,10.021273,5.0,"pontificat, harcelé, recors, mansuétude, jardies","devoirs d'un pontificat sans mansuétude, et
des Jardies où Honoré de Balzac harcelé par les recors, ne"
6153,Honoré de Balzac,-4.593536,10.035033,5.0,"pontificat, harcelé, jardies, recors, mansuétude","un pontificat sans mansuétude, et
des Jardies où Honoré de Balzac harcelé par les recors, ne s'arrêtait pas de"
6154,Polonaise,-2.1391032,5.207499,5.0,"polonaise, apôtre, zélé, charabia, cacographier",", ne s'arrêtait pas de
cacographier pour une Polonaise, en apôtre zélé du charabia. – Chateaubriand
"
6155,"Chateaubriand
",-2.3777597,9.7384405,5.0,"chateaubriand, apôtre, polonaise, zélé, charabia","une Polonaise, en apôtre zélé du charabia. – Chateaubriand
est beaucoup plus vivant que vous ne dites, et"
6156,Sarrazine,-3.2648275,10.6297245,5.0,"perdues, reparler, sarrazine, immortelles, flétrir","flétrir. Sans
reparler des immortelles Illusions perdues, Sarrazine, La
Fille aux yeux d'or, Une"
6157,"La
Fille",-3.2062685,10.626838,5.0,"illusions, désert, sarrazine, reparler, immortelles","Sans
reparler des immortelles Illusions perdues, Sarrazine, La
Fille aux yeux d'or, Une passion dans le désert"
6158,Une passion dans le désert,-3.198432,10.646284,5.0,"viennent, fausse, désert, énigmatique, sarrazine","Sarrazine, La
Fille aux yeux d'or, Une passion dans le désert, même l'assez
énigmatique Fausse Maîtresse, viennent"
6159,Fausse Maîtresse,-2.8797688,10.728793,5.0,"viennent, fausse, appui, désert, énigmatique","passion dans le désert, même l'assez
énigmatique Fausse Maîtresse, viennent à l'appui de mon dire. Quand"
6160,M. Taine,-2.8199203,9.778108,5.414213562373095,"honneur, tenais, honoré, connaissent, taine","” Je n'avais pas l'honneur de connaître
M. Taine, ajouta M. de Charlus (avec cette"
6161,"Splendeurs
et misères",-3.7090025,9.962464,5.0,"suivre, splendeurs, misères, regardés, olympio","fait suivre l'allusion à la Tristesse d'Olympio dans Splendeurs
et misères, Ski, Brichot et Cottard s'étaient regardés avec"
6162,Donçières,-3.1828234,9.507829,5.0,"déjà, morel, sujet, donçières, rejoignait","peu sur ce sujet, mais c'était
déjà Donçières, où Morel nous rejoignait. Devant lui, M."
6163,"M. de Charlus
surveillait soigneusement sa conversation, et",-3.6052299,9.612385,5.0,"ramener, soigneusement, surveillait, rejoignait, donçières","Donçières, où Morel nous rejoignait. Devant lui, M. de Charlus
surveillait soigneusement sa conversation, et quand Ski voulut le ramener à
l'amour de"
6164,"Mme Cottard
et la princesse Sherbatoff",-0.043488495,9.680575,5.0,"sens, causer, double, sherbatoff, occupée","pourtant ne pouvait nous entendre, occupée à causer avec Mme Cottard
et la princesse Sherbatoff, et sur le ton à double sens de quelqu'"
6165,Oriane-Zénaïde,-3.3814335,9.01617,5.0,"vu, premier, longtemps, oriane, zénaïde","longtemps
que je n'avais vu Zénaïde, ou Oriane-Zénaïde, ce qui fait qu'au premier moment
je"
6166,"Diane de
Cadignan",-3.8569806,10.679859,5.0,"diane, cadignan, harmonieuse, combinaison, grises","une harmonieuse combinaison de couleurs grises, comme celle de Diane de
Cadignan. Il n'y avait guère que M. de"
6167,prix ,-0.6651032,10.049282,5.414213562373095,"sentis, attachais, découvraient, rareté, prix","
découvraient ce qui en faisait la rareté, le prix ; il n'aurait jamais dit
le nom d'"
6168,chine gris,-3.2693932,5.654949,5.0,"crêpe, grise, jaquette, cheviotte, croisant","effet, croisant
sur sa jupe de crêpe de chine gris, sa jaquette de cheviotte grise laissait
croire qu'"
6169,gorge-de-pigeon,-3.7782874,6.1892843,5.0,"gris, pâle, verdâtre, gorge, pigeon","très doux, rose, bleu pâle, verdâtre, gorge-de-pigeon, ce fut
comme si dans un ciel gris"
6170,"Mme de Cadignan
de vouloir",-3.7034802,10.706128,5.0,"raisons, paraître, vouloir, cadignan, détachée","D'ailleurs vous n'avez pas les mêmes raisons que Mme de Cadignan
de vouloir paraître détachée de la vie, car c'était l'"
6171,Arthez,-3.3829894,8.432805,5.0,"toilette, intéressait, grise, inculquer, arthez","était l'idée qu'elle voulait
inculquer à d'Arthez par cette toilette grise. » Albertine qu'intéressait"
6172,Diane de Cadignan,-3.8088078,10.72942,5.0,"diane, cadignan, rêveur, promena, espard","ton
rêveur. Je connais le petit jardin où Diane de Cadignan se promena avec Mme d'Espard.
C'"
6173,Mme d'Espard,-3.7765872,10.757622,5.0,"cousines, diane, cadignan, promena, espard","le petit jardin où Diane de Cadignan se promena avec Mme d'Espard.
C'est celui d'une de mes cousines"
6174,Mme de Cadignan,-3.8155155,10.717345,5.0,"petites, allées, cadignan, revoyait, poursuivit"," de Charlus revoyait les petites
allées de Mme de Cadignan. Le baron poursuivit :
« Mais"
6175,château de Baucreux ,-1.0107899,9.533806,5.0,"marquise, château, appartient, baucreux, captivé","
– La marquise de Villeparisis à qui appartient le château de Baucreux ?
demanda Brichot d'un air captivé. –"
6176,Baucreux,-1.0528854,9.1984005,5.0,"écrire, passe, occasion, vacances, baucreux","passe tous les ans une partie de ses vacances à Baucreux. J'ai
eu l'occasion de lui écrire"
6177,Thureau-Dangin,-0.29760632,8.967162,5.414213562373095,"indifférent, anciennes, paire, thureau, dangin","Je ne sais de reçu par elle que notre ami Thureau-Dangin, qui
avait avec elle d'anciennes relations de"
6178,Gaston Boissier,-0.93014187,8.869367,5.0,"suite, anciennes, désiré, boissier, gaston","avec elle d'anciennes relations de famille, et aussi Gaston Boissier,
qu'elle a désiré connaître à la suite"
6179,"Mme Boissier
",-3.5636911,9.379766,5.0,"sous, charme, invitée, revenu, boissier","une fois et est revenu sous le charme. Encore Mme Boissier
n'a-t-elle pas été invitée. »"
6180,"marquis de
Norpois",-0.6338655,8.699865,5.0,"entendant, resté, indifférent, montré, thureau","que celui qu'il avait montré en entendant parler du marquis de
Norpois et de mon père était resté indifférent. Thureau-"
6181,M. Thureau-Dangin,-1.44625,10.998503,5.0,"envoyée, comprenez, risqué, thureau, dangin","était aussitôt envoyée, car vous
comprenez bien que M. Thureau-Dangin ne se serait pas risqué de rien
refuser à"
6182,Boissier,-0.60539967,6.553585,5.732050807568877,"commande, déambulant, tibur, gouache, boissier","Cela m'amuse aussi
d'entendre le nom de Boissier, car c'était là que votre grand-oncle faisait
"
6183,boulevard Malesherbes,-0.07029189,6.3733706,5.0,"demeurait, 40, bis, malesherbes, résulté","savoir qu'autrefois mon grand-oncle demeurait 40 bis,
boulevard Malesherbes. Il en était résulté que dans la famille,"
6184,brouillai,-2.778884,8.448493,5.0,"histoire, adolphe, fatal, racontant, brouillai","chez mon oncle Adolphe jusqu'au jour fatal où je brouillai mes
parents avec lui en racontant l'histoire de"
6185,Cadignan !,-3.8061934,10.690453,5.0,"écria, quel, chef, cadignan, secrets"," : « Les Secrets de la princesse de Cadignan ! s'écria-t-il,
quel chef-d'"
6186,Cadignan,-3.823931,10.672881,5.0,"princesse, facile, rendue, cadignan, identification"," ». Cette
identification à la princesse de Cadignan avait été rendue facile pour M. de Charlus"
6187,"M. de Charlus
grâce",-3.7786493,10.655675,5.0,"habituelle, rendue, cadignan, mentale, transposition","à la princesse de Cadignan avait été rendue facile pour M. de Charlus
grâce à la transposition mentale qui lui devenait habituelle et dont"
6188,"déclenchât
aussitôt",-1.5222312,8.146057,5.0,"objet, sociales, complications, processus, déclenchât",", comme objet aimé, par un jeune homme, déclenchât
aussitôt autour de celui-ci tout le processus de complications sociales qui"
6189,"–
même pas par intérêt",-3.371352,9.21268,5.0,"revanche, intérêt, connus, musiciens, présentant","revanche les musiciens connus à qui il avait fait écrire –
même pas par intérêt, comme les amis qui en présentant Swann à Odette"
6190,"Robert : « Elle t'aime
beaucoup.",-2.1045866,9.361086,5.0,"part, robert, neveu, beaucoup, aime","« Il vous aime beaucoup », comme Robert : « Elle t'aime
beaucoup. » Et comme le neveu de la part de"
6191,Charmes,-2.7729847,9.495477,5.0,"voulut, voyaient, persuader, propriété, charmes","la propriété où ils se voyaient s'appelait les
Charmes, il voulut persuader à Morel qu'un joli nom"
6192,Bergère !,-4.013344,4.832894,5.0,"force, faubourg, germain, bergère, plaçait","Tant au-dessus du
faubourg Saint-Germain il plaçait la rue Bergère ! Force fut à
M. de Charlus de"
6193,"Morel
des bagues",-2.7730458,9.204277,5.0,"symboliques, inscription, plvs, carol, vltra","de se contenter pour l'instant de faire faire à Morel
des bagues symboliques portant l'antique inscription : PLVS VLTRA CAROL'"
6194,"bassesse
de nature",-2.6238003,6.9979696,5.0,"neurasthénie, insolence, parallèlement, bassesse, compliquée","par l'insolence à la douceur. Parallèlement à cette bassesse
de nature, il y avait une neurasthénie compliquée de mauvaise éducation"
6195,"pitié
supérieure",0.43575618,8.07838,5.0,"vivre, pitié, supérieure, ironique, fastueusement","le faisait vivre fastueusement, avait un sourire ironique de pitié
supérieure, et disait : « Je n'ai"
6196,Charlie et moi d'un déjeuner chez les,-0.3824621,10.211526,5.0,"déjeuner, revenait, charlie, croyant, période","cette première période) où le
baron revenait avec Charlie et moi d'un déjeuner chez les Verdurin, croyant
passer la fin de l'après-midi"
6197,"feuille
après feuille",-2.967347,7.548205,5.0,"singulière, couvrait, rageuse, étincelaient, feuille","écrire avec une vitesse singulière. Pendant qu'il couvrait feuille
après feuille, ses yeux étincelaient d'une rêverie rageuse. Quand"
6198,Excusez-moi,-1.9563485,9.124877,5.0,"mot, faut, service, fermer, excusez","un grand service ? me
dit-il. Excusez-moi de fermer ce mot. Mais il le faut."
6199,"Pauvre
garçon",-3.6971738,7.5195923,5.0,"pauvre, allé, garçon, changer, fendant","dans sa chambre où il est allé se changer. Pauvre
garçon, il a voulu faire le fendant au moment de"
6200,"M. de Charlus
l'",-3.2781801,8.924933,5.414213562373095,"nièce, oublié, charlus, crût, turbin","après le turbin ! » Si le pauvre M. de Charlus
l'avait entendu, lui qui voulait qu'on crût et"
6201,Cent,-2.7146962,10.621159,5.0,"chose, connaissez, cent, grave, mensonges","qu'il y a quelque chose de grave. – Cent fois non, vous ne
connaissez pas les mensonges"
6202,Un duel ?,-2.3809965,10.404021,5.0,"air, courant, stupéfait, supposais, duel",",
que je supposais aussi au courant. – Un duel ? me dit-il d'un air
stupéfait. Je"
6203,« Spes mea ,-2.9878368,5.905951,5.0,"spes, eludet, exspectata, confiantes, mea",". Quelquefois elles
étaient brèves et confiantes, comme « Spes mea », ou comme
« Exspectata non eludet"
6204,« J'attendrai » ,-3.853871,6.4644403,5.0,"quelquefois, galantes, attendrai, mesmes, résignées"," » ; quelquefois seulement
résignées, comme « J'attendrai » ; certaines galantes :
« Mesmes plaisir"
6205,Simiane,-2.9726055,5.4177914,5.0,"conseillant, simiane, chasteté, semée, empruntée","ou conseillant la chasteté, comme celle
empruntée aux Simiane, semée de tours d'azur et de fleurs de"
6206,Atavis,-2.8999703,9.159842,5.0,"accompagné, cachet, atavis, armis, léopard",", dès que Morel eut ouvert le cachet : Atavis et armis, chargé
d'un léopard accompagné de"
6207,in petto :,-0.41806796,8.3854265,5.0,"in, tournure, petto, prendront, dépendra","à sa femme de ménage, et
il ajouta in petto : « Cela dépendra de la tournure que
prendront"
6208,"La
Rochefoucauld : “C'est mon plaisir",-1.421959,9.890375,5.0,"répondu, cousins, ai, devise, marqué","n'ai répondu que par la devise de mes cousins La
Rochefoucauld : “C'est mon plaisir.” Je vous ai même marqué plusieurs fois
"
6209,connétable de Guermantes,-2.0951962,10.651929,5.0,"acte, illustre, identifié, connétable, valeureux","se croire
aussitôt valeureux et identifié à l'illustre connétable de Guermantes, alors
que pour tout autre ce même acte"
6210,L'Aiglon,-5.8643312,8.222283,5.0,"terme, sarah, bernhardt, aiglon, psalmodiant",", en psalmodiant chaque terme. Voir Sarah Bernhardt dans L'Aiglon,
qu'est-ce que c'est ?"
6211,oedipe ?,-1.835385,8.332446,5.0,"prend, oedipe, mounet, sully, caca","est ? du caca. Mounet-Sully dans oedipe ? caca.
Tout au plus prend-il une certaine"
6212,Arènes de Nîmes,-1.463881,7.6440225,5.0,"passe, pâleur, nîmes, transfiguration, arènes","pâleur de transfiguration quand cela se
passe dans les Arènes de Nîmes. Mais qu'est-ce que c'est à côté"
6213,Connétable ?,-2.2061315,7.499285,5.0,"pensée, descendant, inouïe, connétable, batailler","chose
inouïe, voir batailler le propre descendant du Connétable ? » Et à
cette seule pensée, M."
6214,"« Quel spectacle
tentant",-2.8764179,10.752694,5.0,"spectacle, adversaires, témoins, tentant, blessassent","blessassent les adversaires, le médecin et les témoins. « Quel spectacle
tentant ce serait pour un peintre ! Vous qui connaissez"
6215,Charlie et moi n'assistions pas,-2.1587765,10.812055,5.0,"entrevue, excellait, isolée, réglementaire, assistions","pièce isolée, car il trouvait plus
réglementaire que Charlie et moi n'assistions pas à l'entrevue, et il excellait
à donner"
6216,M. le,-0.86766523,7.7411575,5.0,"docteur, arrangé, reconnaissance, col, paletot","
reconnaissance au docteur, de la même façon que M. le duc son frère eût
arrangé le col du paletot"
6217,gloria,-1.706502,9.644943,5.0,"trouve, curiosités, gloria, mazagran, boissons","ce
qu'on appelait autrefois un mazagran ou un gloria, boissons qu'on ne trouve
plus comme curiosités"
6218,Os homini,-0.07175768,8.849823,5.0,"prêche, tueri, coelumque, dedit, homini","on dise que je ne prêche pas d'exemple. Os homini
sublime dedit coelumque tueri », ajouta-t"
6219,"M. de Charlus
avait",-2.8616216,8.803308,5.414213562373095,"attendait, charlie, charlus, violer, souciait","qui attendait son mari dehors devant la porte et que M. de Charlus
avait très bien vue, mais qu'il ne se souciait"
6220,Morel : « Je,-3.0828147,9.121371,5.0,"mieux, morel, histoire, conclus, terminée","et alors
M. de Charlus dit à Morel : « Je conclus de toute cette
histoire, mieux terminée que"
6221,Tobie,-3.611596,5.185221,6.449489742783178,"délirait, jeune, raphaël, archange, tobie","comme fit l'archange Raphaël envoyé par Dieu au jeune Tobie. »
Et le baron se mit à"
6222,"chambre
à moustaches",-0.8842025,10.158416,5.0,"valet, affreux, spirituel, chair, moustaches","la chair, qui doit être un affreux valet de chambre
à moustaches, mais son père spirituel, c'est-à"
6223,"guide
à votre",-3.6079292,5.3048935,5.0,"guide, serviteur, bienheureux, tobie, accordez","Ô Dieu qui avez donné le bienheureux archange Raphaël pour guide
à votre serviteur Tobie dans un long voyage, accordez-nous à"
6224,Madame Cottard,-1.9149792,10.098522,5.0,"voulez, moi, descendre, goûts, fixer","goûts, moi
je vais me fixer ici. Madame Cottard, ne voulez-vous pas descendre avec
moi "
6225,"louis
",-1.7925777,6.1448774,5.0,"main, eussent, produit, élève, tombés","élève eussent produit sur lui un effet autre que deux louis
tombés de la main de M. de Charlus"
6226,Venir,-2.8811316,8.855375,5.0,"cours, désirait, suivre, algèbre, continuité","
désirait suivre avec continuité des cours d'algèbre. Venir voir après
M. de Charlus ?"
6227,Ça dissipe ma neurasthénie.,-3.269898,9.4779215,5.0,"ça, aime, cela, neurasthénie, dissipe","à rien. – J'aime bien cela.
Ça dissipe ma neurasthénie. » « Cela ne peut pas être l'"
6228,"prince
de Guermantes",-0.6824719,6.769006,5.414213562373095,"guermantes, côte, bibliothèque, prince, ni","fut ni l'un ni l'autre, mais le prince
de Guermantes qui, venu passer quelques jours sur cette côte pour"
6229,Maineville ,-2.4580314,5.919664,5.0,"nuit, ensemble, double, maineville, gain","la
nuit ensemble dans la maison de femmes de Maineville ; double plaisir,
pour Morel, du gain"
6230,"répondit
Jupien",-2.2207398,9.024513,5.0,"quel, comprendre, jupien, occuper, gueule","m'en occuper, ma petite gueule », répondit
Jupien au baron. On ne peut comprendre à quel point"
6231,Fureur,-2.776875,7.109041,5.0,"fureur, géants, groupes, titaniques, tordaient","se tordaient, en groupes géants et titaniques, la Fureur, la
Jalousie, la Curiosité, l'Envie"
6232,Curiosité,-2.7202885,7.0835695,5.0,"souffrance, curiosité, haine, fureur, titaniques","titaniques, la Fureur, la
Jalousie, la Curiosité, l'Envie, la Haine, la Souffrance,"
6233,Haine,-2.7766528,7.1170883,5.0,"souffrance, curiosité, orgueil, haine, épouvante","
Jalousie, la Curiosité, l'Envie, la Haine, la Souffrance, l'Orgueil,
l'Épouvante"
